Zip,Territory,Region
64132,MO KANSAS CITY,CENTRAL
44308,PA PITTSBURGH,EAST
29673,SC GREENVILLE,SOUTH
36079,AL BIRMINGHAM,SOUTH
91706,CA IRVINE,WEST
90720,CA IRVINE,WEST
7728,NJ CENTRAL,NORTH
40008,KY LOUISVILLE,EAST
10532,NY WESTCHESTER,EAST
31210,GA ATLANTA SOUTH,SOUTH
28792,SC GREENVILLE,SOUTH
48202,MI DETROIT,EAST
716,FL MIAMI,SOUTH
11581,NY LONG ISLAND WEST,NORTH
92647,CA IRVINE,WEST
46321,IN INDIANAPOLIS NORTH,EAST
35242,AL BIRMINGHAM,SOUTH
72903,OK OKLAHOMA CITY,CENTRAL
74133,OK OKLAHOMA CITY,CENTRAL
19114,PA PHILADELPHIA NORTH,NORTH
75758,TX DALLAS,CENTRAL
89145,NV LAS VEGAS,WEST
46617,IN INDIANAPOLIS NORTH,EAST
94566,CA SAN FRANCISCO EAST,WEST
22204,VA ALEXANDRIA,EAST
28721,SC GREENVILLE,SOUTH
6804,NY WESTCHESTER,EAST
95204,CA SAN JOSE,WEST
92011,CA SAN DIEGO,WEST
92113,CA SAN DIEGO,WEST
60640,IN INDIANAPOLIS NORTH,EAST
14450,NY BUFFALO,EAST
48201,MI DETROIT,EAST
7836,NJ HACKENSACK,NORTH
60523,IN INDIANAPOLIS NORTH,EAST
72764,OK OKLAHOMA CITY,CENTRAL
19406,PA PHILADELPHIA SOUTH,NORTH
8043,NJ SOUTHERN,NORTH
46217,IN INDIANAPOLIS NORTH,EAST
7002,NJ NORTHERN,NORTH
30322,GA ATLANTA NORTH,SOUTH
28150,NC CHARLOTTE,SOUTH
10454,NY MANHATTAN,NORTH
28078,NC CHARLOTTE,SOUTH
46514,IN INDIANAPOLIS NORTH,EAST
92805,CA IRVINE,WEST
38671,TN NASHVILLE,CENTRAL
2115,CT HARTFORD,EAST
34668,FL TAMPA,SOUTH
6437,CT HARTFORD,EAST
11967,NY LONG ISLAND EAST,NORTH
33825,FL WEST PALM BEACH,SOUTH
68516,MO KANSAS CITY,CENTRAL
60659,IN INDIANAPOLIS NORTH,EAST
43240,PA PITTSBURGH,EAST
8084,NJ SOUTHERN,NORTH
76049,TX FORT WORTH,CENTRAL
2451,CT HARTFORD,EAST
20186,VA ALEXANDRIA,EAST
47648,KY LOUISVILLE,EAST
19006,PA PHILADELPHIA NORTH,NORTH
20037,MD BETHESDA SOUTH,EAST
6606,CT BRIDGEPORT,EAST
37311,TN KNOXVILLE,CENTRAL
44907,PA PITTSBURGH,EAST
85338,AZ ARIZONA,WEST
94115,CA SAN FRANCISCO EAST,WEST
11354,NY QUEENS,NORTH
19128,PA PHILADELPHIA NORTH,NORTH
19020,PA PHILADELPHIA NORTH,NORTH
94526,CA SAN FRANCISCO EAST,WEST
28518,NC WILMINGTON,EAST
15227,PA PITTSBURGH,EAST
75088,TX DALLAS,CENTRAL
7087,NJ NORTHERN,NORTH
28607,NC CHARLOTTE,SOUTH
12550,NY WESTCHESTER,EAST
77478,TX AUSTIN,CENTRAL
6478,CT BRIDGEPORT,EAST
89102,NV LAS VEGAS,WEST
10453,NY BRONX,NORTH
10710,NY BRONX,NORTH
48503,MI DETROIT,EAST
19904,PA PHILADELPHIA SOUTH,NORTH
10701,NY BRONX,NORTH
7960,NJ HACKENSACK,NORTH
95023,CA SAN JOSE,WEST
85016,AZ ARIZONA,WEST
74012,OK OKLAHOMA CITY,CENTRAL
30204,GA ATLANTA SOUTH,SOUTH
10021,NY MANHATTAN,NORTH
92109,CA SAN DIEGO,WEST
32117,FL ORLANDO,SOUTH
95821,CA SACRAMENTO,WEST
81301,CO SOUTH,WEST
90045,CA LONG BEACH,WEST
35645,AL HUNTSVILLE,CENTRAL
75219,TX DALLAS,CENTRAL
48507,MI DETROIT,EAST
30809,SC GREENVILLE,SOUTH
85375,AZ ARIZONA,WEST
31501,FL JACKSONVILLE,SOUTH
33756,FL TAMPA,SOUTH
2467,CT HARTFORD,EAST
29577,NC WILMINGTON,EAST
94553,CA SAN FRANCISCO EAST,WEST
68134,MO KANSAS CITY,CENTRAL
95240,CA SAN JOSE,WEST
93638,CA CENTRAL,WEST
33313,FL WEST PALM BEACH,SOUTH
90027,CA LOS ANGELES NORTH,WEST
48080,MI DETROIT,EAST
50314,MO KANSAS CITY,CENTRAL
92201,CA RIVERSIDE,WEST
68022,MO KANSAS CITY,CENTRAL
45255,KY LOUISVILLE,EAST
80528,CO SOUTH,WEST
13021,NY BUFFALO,EAST
93635,CA SAN JOSE,WEST
27263,NC RALEIGH,EAST
93657,CA CENTRAL,WEST
94134,CA SAN FRANCISCO EAST,WEST
14001,NY BUFFALO,EAST
77450,TX AUSTIN,CENTRAL
94574,CA SAN FRANCISCO EAST,WEST
30144,GA ATLANTA NORTH,SOUTH
91801,CA LOS ANGELES NORTH,WEST
42503,KY LOUISVILLE,EAST
37069,TN NASHVILLE,CENTRAL
44906,PA PITTSBURGH,EAST
20148,VA ALEXANDRIA,EAST
10305,NJ NORTHERN,NORTH
11213,NY BROOKLYN,NORTH
76244,TX FORT WORTH,CENTRAL
41701,KY LOUISVILLE,EAST
76104,TX FORT WORTH,CENTRAL
75063,TX IRVING,CENTRAL
29678,SC GREENVILLE,SOUTH
7302,NJ NORTHERN,NORTH
23230,VA ALEXANDRIA,EAST
94607,CA SAN FRANCISCO EAST,WEST
60450,IN INDIANAPOLIS NORTH,EAST
6010,CT HARTFORD,EAST
27520,NC RALEIGH,EAST
70769,LA NEW ORLEANS,SOUTH
22401,VA ALEXANDRIA,EAST
75702,TX DALLAS,CENTRAL
92243,CA SAN DIEGO,WEST
48243,MI DETROIT,EAST
7111,NJ NORTHERN,NORTH
44094,PA PITTSBURGH,EAST
91932,CA SAN DIEGO,WEST
42101,KY LOUISVILLE,EAST
92701,CA IRVINE,WEST
6443,CT HARTFORD,EAST
92231,CA SAN DIEGO,WEST
94010,CA SAN JOSE,WEST
37388,AL HUNTSVILLE,CENTRAL
47904,IN INDIANAPOLIS NORTH,EAST
48195,MI DETROIT,EAST
68028,MO KANSAS CITY,CENTRAL
80501,CO SOUTH,WEST
26508,PA PITTSBURGH,EAST
2124,CT HARTFORD,EAST
37931,TN KNOXVILLE,CENTRAL
45638,KY LOUISVILLE,EAST
27805,NC RALEIGH,EAST
2910,CT HARTFORD,EAST
7055,NJ HACKENSACK,NORTH
33881,FL ORLANDO,SOUTH
70056,LA NEW ORLEANS,SOUTH
32216,FL JACKSONVILLE,SOUTH
75182,TX DALLAS,CENTRAL
90670,CA LONG BEACH,WEST
75080,TX DALLAS,CENTRAL
70065,LA NEW ORLEANS,SOUTH
95816,CA SACRAMENTO,WEST
11576,NY LONG ISLAND WEST,NORTH
11220,NY BROOKLYN,NORTH
60440,IN INDIANAPOLIS NORTH,EAST
2116,CT HARTFORD,EAST
76301,TX FORT WORTH,CENTRAL
91205,CA LOS ANGELES NORTH,WEST
38305,TN NASHVILLE,CENTRAL
6119,CT HARTFORD,EAST
14136,NY BUFFALO,EAST
16316,PA PITTSBURGH,EAST
14120,NY BUFFALO,EAST
95961,CA SACRAMENTO,WEST
14701,NY BUFFALO,EAST
93033,CA LOS ANGELES NORTH,WEST
70127,LA NEW ORLEANS,SOUTH
16154,PA PITTSBURGH,EAST
88203,TX EL PASO,CENTRAL
11751,NY LONG ISLAND EAST,NORTH
43221,PA PITTSBURGH,EAST
31635,FL TAMPA,SOUTH
48227,MI DETROIT,EAST
41164,KY LOUISVILLE,EAST
28472,NC WILMINGTON,EAST
77304,TX HOUSTON NORTH,CENTRAL
22310,VA ALEXANDRIA,EAST
12205,NY WESTCHESTER,EAST
28203,NC CHARLOTTE,SOUTH
6480,CT HARTFORD,EAST
50211,MO KANSAS CITY,CENTRAL
94520,CA SAN FRANCISCO EAST,WEST
80526,CO SOUTH,WEST
37027,TN NASHVILLE,CENTRAL
92373,CA RIVERSIDE,WEST
70129,LA NEW ORLEANS,SOUTH
78705,TX AUSTIN,CENTRAL
81052,CO SOUTH,WEST
68122,MO KANSAS CITY,CENTRAL
95605,CA SACRAMENTO,WEST
75038,TX IRVING,CENTRAL
92780,CA IRVINE,WEST
28338,NC CHARLOTTE,SOUTH
85715,AZ ARIZONA,WEST
37887,TN KNOXVILLE,CENTRAL
93003,CA LOS ANGELES NORTH,WEST
38008,AL HUNTSVILLE,CENTRAL
14226,NY BUFFALO,EAST
45840,MI DETROIT,EAST
2747,CT HARTFORD,EAST
2111,CT HARTFORD,EAST
6032,CT HARTFORD,EAST
46307,IN INDIANAPOLIS NORTH,EAST
94560,CA SAN JOSE,WEST
90505,CA LONG BEACH,WEST
70068,LA NEW ORLEANS,SOUTH
30342,GA ATLANTA NORTH,SOUTH
48033,MI DETROIT,EAST
75231,TX DALLAS,CENTRAL
1752,CT HARTFORD,EAST
35661,AL HUNTSVILLE,CENTRAL
85714,AZ ARIZONA,WEST
7083,NJ NORTHERN,NORTH
11772,NY LONG ISLAND EAST,NORTH
10468,NY BRONX,NORTH
45036,KY LOUISVILLE,EAST
44035,PA PITTSBURGH,EAST
89144,NV LAS VEGAS,WEST
49097,MI DETROIT,EAST
25703,KY LOUISVILLE,EAST
43215,PA PITTSBURGH,EAST
92345,CA RIVERSIDE,WEST
94303,CA SAN JOSE,WEST
6512,CT BRIDGEPORT,EAST
40509,KY LOUISVILLE,EAST
38018,TN NASHVILLE,CENTRAL
77539,TX HOUSTON NORTH,CENTRAL
49525,MI DETROIT,EAST
43125,PA PITTSBURGH,EAST
40475,KY LOUISVILLE,EAST
32095,FL JACKSONVILLE,SOUTH
78227,TX AUSTIN,CENTRAL
19468,PA PHILADELPHIA NORTH,NORTH
33511,FL TAMPA,SOUTH
18017,PA PHILADELPHIA NORTH,NORTH
74804,OK OKLAHOMA CITY,CENTRAL
91741,CA IRVINE,WEST
8820,NJ CENTRAL,NORTH
22150,VA ALEXANDRIA,EAST
8873,NJ CENTRAL,NORTH
37066,TN NASHVILLE,CENTRAL
45069,KY LOUISVILLE,EAST
27707,NC RALEIGH,EAST
85224,AZ ARIZONA,WEST
48104,MI DETROIT,EAST
42303,KY LOUISVILLE,EAST
85251,AZ ARIZONA,WEST
76365,TX FORT WORTH,CENTRAL
95926,CA SACRAMENTO,WEST
48105,MI DETROIT,EAST
2138,CT HARTFORD,EAST
24293,TN KNOXVILLE,CENTRAL
32176,FL ORLANDO,SOUTH
15554,PA PITTSBURGH,EAST
43147,PA PITTSBURGH,EAST
81416,CO SOUTH,WEST
50002,MO KANSAS CITY,CENTRAL
48334,MI DETROIT,EAST
39440,LA NEW ORLEANS,SOUTH
31750,GA ATLANTA SOUTH,SOUTH
48706,MI DETROIT,EAST
6410,CT HARTFORD,EAST
91710,CA IRVINE,WEST
79925,TX EL PASO,CENTRAL
29607,SC GREENVILLE,SOUTH
93535,CA CENTRAL,WEST
6105,CT HARTFORD,EAST
11501,NY LONG ISLAND WEST,NORTH
8053,NJ SOUTHERN,NORTH
72401,TN NASHVILLE,CENTRAL
35205,AL BIRMINGHAM,SOUTH
27203,NC RALEIGH,EAST
70726,LA NEW ORLEANS,SOUTH
23113,VA ALEXANDRIA,EAST
92025,CA SAN DIEGO,WEST
47905,IN INDIANAPOLIS NORTH,EAST
85364,AZ ARIZONA,WEST
15261,PA PITTSBURGH,EAST
40205,KY LOUISVILLE,EAST
44106,PA PITTSBURGH,EAST
94550,CA SAN FRANCISCO EAST,WEST
75093,TX IRVING,CENTRAL
32224,FL JACKSONVILLE,SOUTH
95355,CA SAN JOSE,WEST
10456,NY BRONX,NORTH
29605,SC GREENVILLE,SOUTH
93454,CA SAN JOSE,WEST
22908,VA ALEXANDRIA,EAST
93711,CA CENTRAL,WEST
95231,CA SAN JOSE,WEST
80701,CO SOUTH,WEST
29170,NC CHARLOTTE,SOUTH
49274,MI DETROIT,EAST
34761,FL ORLANDO,SOUTH
44702,PA PITTSBURGH,EAST
80002,CO SOUTH,WEST
75482,TX DALLAS,CENTRAL
2904,CT HARTFORD,EAST
70802,LA NEW ORLEANS,SOUTH
35125,AL HUNTSVILLE,CENTRAL
84790,NV LAS VEGAS,WEST
27103,NC CHARLOTTE,SOUTH
38017,TN NASHVILLE,CENTRAL
30046,GA ATLANTA NORTH,SOUTH
78240,TX AUSTIN,CENTRAL
33012,FL MIAMI,SOUTH
33704,FL TAMPA,SOUTH
85395,AZ ARIZONA,WEST
15666,PA PITTSBURGH,EAST
80907,CO SOUTH,WEST
43204,PA PITTSBURGH,EAST
2780,CT HARTFORD,EAST
93308,CA CENTRAL,WEST
46825,IN INDIANAPOLIS NORTH,EAST
94806,CA SAN FRANCISCO EAST,WEST
70806,LA NEW ORLEANS,SOUTH
34741,FL ORLANDO,SOUTH
28314,NC WILMINGTON,EAST
29631,SC GREENVILLE,SOUTH
1060,CT BRIDGEPORT,EAST
14011,NY BUFFALO,EAST
78664,TX AUSTIN,CENTRAL
10038,NY MANHATTAN,NORTH
92571,CA RIVERSIDE,WEST
27504,NC WILMINGTON,EAST
725,FL MIAMI,SOUTH
80122,CO SOUTH,WEST
37934,TN KNOXVILLE,CENTRAL
95815,CA SACRAMENTO,WEST
37752,TN KNOXVILLE,CENTRAL
2919,CT HARTFORD,EAST
94587,CA SAN JOSE,WEST
26506,PA PITTSBURGH,EAST
2907,CT HARTFORD,EAST
40216,KY LOUISVILLE,EAST
6106,CT HARTFORD,EAST
13502,NY BUFFALO,EAST
32504,FL TALLAHASSEE,SOUTH
24280,TN KNOXVILLE,CENTRAL
39465,LA NEW ORLEANS,SOUTH
77072,TX HOUSTON NORTH,CENTRAL
95713,CA SACRAMENTO,WEST
95407,CA SAN FRANCISCO EAST,WEST
28546,NC WILMINGTON,EAST
13066,NY BUFFALO,EAST
10312,NJ NORTHERN,NORTH
50009,MO KANSAS CITY,CENTRAL
39503,LA NEW ORLEANS,SOUTH
78231,TX AUSTIN,CENTRAL
85306,AZ ARIZONA,WEST
22601,VA ALEXANDRIA,EAST
28461,NC WILMINGTON,EAST
34759,FL ORLANDO,SOUTH
38570,TN KNOXVILLE,CENTRAL
33710,FL TAMPA,SOUTH
48322,MI DETROIT,EAST
25303,KY LOUISVILLE,EAST
91776,CA LOS ANGELES NORTH,WEST
21286,MD BETHESDA SOUTH,EAST
29483,FL JACKSONVILLE,SOUTH
14209,NY BUFFALO,EAST
11755,NY LONG ISLAND EAST,NORTH
29505,NC WILMINGTON,EAST
47546,KY LOUISVILLE,EAST
46360,IN INDIANAPOLIS NORTH,EAST
95630,CA SACRAMENTO,WEST
76135,TX FORT WORTH,CENTRAL
48042,MI DETROIT,EAST
44833,PA PITTSBURGH,EAST
30546,GA ATLANTA NORTH,SOUTH
95628,CA SACRAMENTO,WEST
30161,GA ATLANTA NORTH,SOUTH
89128,NV LAS VEGAS,WEST
76008,TX FORT WORTH,CENTRAL
30265,GA ATLANTA SOUTH,SOUTH
15102,PA PITTSBURGH,EAST
30306,GA ATLANTA NORTH,SOUTH
21045,MD BETHESDA SOUTH,EAST
38343,TN NASHVILLE,CENTRAL
44720,PA PITTSBURGH,EAST
28365,NC WILMINGTON,EAST
14103,NY BUFFALO,EAST
76240,TX FORT WORTH,CENTRAL
32503,FL TALLAHASSEE,SOUTH
37917,TN KNOXVILLE,CENTRAL
21740,MD BETHESDA SOUTH,EAST
1904,CT HARTFORD,EAST
36921,LA NEW ORLEANS,SOUTH
8002,NJ SOUTHERN,NORTH
60521,IN INDIANAPOLIS NORTH,EAST
33063,FL WEST PALM BEACH,SOUTH
40701,KY LOUISVILLE,EAST
75237,TX IRVING,CENTRAL
40108,KY LOUISVILLE,EAST
20111,VA ALEXANDRIA,EAST
43213,PA PITTSBURGH,EAST
70817,LA NEW ORLEANS,SOUTH
40258,KY LOUISVILLE,EAST
94118,CA SAN FRANCISCO EAST,WEST
2135,CT HARTFORD,EAST
28470,NC WILMINGTON,EAST
31201,GA ATLANTA SOUTH,SOUTH
2920,CT HARTFORD,EAST
2818,CT HARTFORD,EAST
77702,TX HOUSTON NORTH,CENTRAL
78009,TX AUSTIN,CENTRAL
80124,CO SOUTH,WEST
8807,NJ CENTRAL,NORTH
18014,PA PHILADELPHIA NORTH,NORTH
14625,NY BUFFALO,EAST
92064,CA SAN DIEGO,WEST
11596,NY LONG ISLAND WEST,NORTH
21237,MD BETHESDA SOUTH,EAST
30742,GA ATLANTA NORTH,SOUTH
60555,IN INDIANAPOLIS NORTH,EAST
77015,TX HOUSTON NORTH,CENTRAL
34221,FL TAMPA,SOUTH
43950,PA PITTSBURGH,EAST
48075,MI DETROIT,EAST
11368,NY QUEENS,NORTH
33331,FL MIAMI,SOUTH
60525,IN INDIANAPOLIS NORTH,EAST
78738,TX AUSTIN,CENTRAL
75010,TX IRVING,CENTRAL
91356,CA LOS ANGELES NORTH,WEST
44510,PA PITTSBURGH,EAST
73003,OK OKLAHOMA CITY,CENTRAL
20850,VA ALEXANDRIA,EAST
21210,MD BETHESDA SOUTH,EAST
40503,KY LOUISVILLE,EAST
74023,OK OKLAHOMA CITY,CENTRAL
28210,NC CHARLOTTE,SOUTH
37076,TN NASHVILLE,CENTRAL
13413,NY BUFFALO,EAST
49068,MI DETROIT,EAST
92618,CA IRVINE,WEST
27262,NC RALEIGH,EAST
60542,IN INDIANAPOLIS NORTH,EAST
70808,LA NEW ORLEANS,SOUTH
19067,NJ CENTRAL,NORTH
75248,TX DALLAS,CENTRAL
22304,VA ALEXANDRIA,EAST
44256,PA PITTSBURGH,EAST
18055,PA PHILADELPHIA NORTH,NORTH
27610,NC RALEIGH,EAST
84761,NV LAS VEGAS,WEST
6451,CT HARTFORD,EAST
43082,PA PITTSBURGH,EAST
15317,PA PITTSBURGH,EAST
2885,CT HARTFORD,EAST
34950,FL WEST PALM BEACH,SOUTH
19464,PA PHILADELPHIA NORTH,NORTH
29650,SC GREENVILLE,SOUTH
14043,NY BUFFALO,EAST
80301,CO SOUTH,WEST
81201,CO SOUTH,WEST
92399,CA RIVERSIDE,WEST
14228,NY BUFFALO,EAST
81004,CO SOUTH,WEST
37660,TN KNOXVILLE,CENTRAL
47715,KY LOUISVILLE,EAST
60173,IN INDIANAPOLIS NORTH,EAST
15236,PA PITTSBURGH,EAST
66227,MO KANSAS CITY,CENTRAL
60609,IN INDIANAPOLIS NORTH,EAST
70458,LA NEW ORLEANS,SOUTH
32960,FL WEST PALM BEACH,SOUTH
75089,TX DALLAS,CENTRAL
30318,GA ATLANTA NORTH,SOUTH
35906,AL HUNTSVILLE,CENTRAL
44145,PA PITTSBURGH,EAST
27893,NC RALEIGH,EAST
33707,FL TAMPA,SOUTH
40744,KY LOUISVILLE,EAST
44107,PA PITTSBURGH,EAST
29640,SC GREENVILLE,SOUTH
11236,NY BROOKLYN,NORTH
15650,PA PITTSBURGH,EAST
7424,NJ HACKENSACK,NORTH
11208,NY QUEENS,NORTH
43017,PA PITTSBURGH,EAST
30327,GA ATLANTA NORTH,SOUTH
94533,CA SAN FRANCISCO EAST,WEST
19701,PA PHILADELPHIA SOUTH,NORTH
48025,MI DETROIT,EAST
10462,NY BRONX,NORTH
95971,CA SACRAMENTO,WEST
94124,CA SAN FRANCISCO EAST,WEST
44124,PA PITTSBURGH,EAST
92401,CA RIVERSIDE,WEST
34698,FL TAMPA,SOUTH
22192,VA ALEXANDRIA,EAST
95831,CA SACRAMENTO,WEST
8610,NJ CENTRAL,NORTH
29464,FL JACKSONVILLE,SOUTH
85258,AZ ARIZONA,WEST
7871,NJ HACKENSACK,NORTH
79107,TX EL PASO,CENTRAL
27526,NC RALEIGH,EAST
78645,TX AUSTIN,CENTRAL
36360,AL BIRMINGHAM,SOUTH
36109,AL BIRMINGHAM,SOUTH
29512,NC WILMINGTON,EAST
89130,NV LAS VEGAS,WEST
92691,CA IRVINE,WEST
92660,CA IRVINE,WEST
94305,CA SAN JOSE,WEST
96080,CA SAN FRANCISCO EAST,WEST
28601,NC CHARLOTTE,SOUTH
93550,CA CENTRAL,WEST
76577,TX AUSTIN,CENTRAL
37874,TN KNOXVILLE,CENTRAL
73102,OK OKLAHOMA CITY,CENTRAL
34471,FL TALLAHASSEE,SOUTH
95337,CA SAN JOSE,WEST
7652,NJ HACKENSACK,NORTH
75771,TX DALLAS,CENTRAL
19977,PA PHILADELPHIA SOUTH,NORTH
94705,CA SAN FRANCISCO EAST,WEST
93010,CA LOS ANGELES NORTH,WEST
92590,CA SAN DIEGO,WEST
48081,MI DETROIT,EAST
79935,TX EL PASO,CENTRAL
28339,NC WILMINGTON,EAST
7450,NJ HACKENSACK,NORTH
79934,TX EL PASO,CENTRAL
75503,TX DALLAS,CENTRAL
77514,TX HOUSTON NORTH,CENTRAL
70810,LA NEW ORLEANS,SOUTH
94109,CA SAN FRANCISCO EAST,WEST
1655,CT HARTFORD,EAST
31516,FL JACKSONVILLE,SOUTH
46278,IN INDIANAPOLIS NORTH,EAST
94904,CA SAN FRANCISCO EAST,WEST
14094,NY BUFFALO,EAST
27407,NC RALEIGH,EAST
29646,SC GREENVILLE,SOUTH
64111,MO KANSAS CITY,CENTRAL
33573,FL TAMPA,SOUTH
18103,PA PHILADELPHIA NORTH,NORTH
28273,NC CHARLOTTE,SOUTH
89030,NV LAS VEGAS,WEST
75001,TX IRVING,CENTRAL
90006,CA LONG BEACH,WEST
60053,IN INDIANAPOLIS NORTH,EAST
92173,CA SAN DIEGO,WEST
22911,VA ALEXANDRIA,EAST
46544,IN INDIANAPOLIS NORTH,EAST
40536,KY LOUISVILLE,EAST
49245,MI DETROIT,EAST
21202,MD BETHESDA SOUTH,EAST
91402,CA LOS ANGELES NORTH,WEST
94903,CA SAN FRANCISCO EAST,WEST
76132,TX FORT WORTH,CENTRAL
20007,MD BETHESDA SOUTH,EAST
10314,NJ NORTHERN,NORTH
46342,IN INDIANAPOLIS NORTH,EAST
68154,MO KANSAS CITY,CENTRAL
91405,CA LOS ANGELES NORTH,WEST
11375,NY QUEENS,NORTH
77598,TX HOUSTON NORTH,CENTRAL
28277,NC CHARLOTTE,SOUTH
22203,VA ALEXANDRIA,EAST
92694,CA IRVINE,WEST
20619,MD BETHESDA SOUTH,EAST
16866,PA PITTSBURGH,EAST
6111,CT HARTFORD,EAST
60712,IN INDIANAPOLIS NORTH,EAST
29582,NC WILMINGTON,EAST
20009,MD BETHESDA SOUTH,EAST
2045,CT HARTFORD,EAST
30152,GA ATLANTA NORTH,SOUTH
31322,FL JACKSONVILLE,SOUTH
40324,KY LOUISVILLE,EAST
40447,KY LOUISVILLE,EAST
7093,NJ NORTHERN,NORTH
15122,PA PITTSBURGH,EAST
2118,CT HARTFORD,EAST
7039,NJ NORTHERN,NORTH
35950,AL HUNTSVILLE,CENTRAL
33625,FL TAMPA,SOUTH
36092,AL BIRMINGHAM,SOUTH
44601,PA PITTSBURGH,EAST
15210,PA PITTSBURGH,EAST
28226,NC CHARLOTTE,SOUTH
60004,IN INDIANAPOLIS NORTH,EAST
30720,GA ATLANTA NORTH,SOUTH
93933,CA SAN JOSE,WEST
33410,FL WEST PALM BEACH,SOUTH
74066,OK OKLAHOMA CITY,CENTRAL
20706,MD BETHESDA SOUTH,EAST
6029,CT HARTFORD,EAST
91345,CA LOS ANGELES NORTH,WEST
80504,CO SOUTH,WEST
11237,NY QUEENS,NORTH
81501,CO SOUTH,WEST
75115,TX IRVING,CENTRAL
20650,MD BETHESDA SOUTH,EAST
94102,CA SAN FRANCISCO EAST,WEST
94304,CA SAN JOSE,WEST
85206,AZ ARIZONA,WEST
95603,CA SACRAMENTO,WEST
11373,NY QUEENS,NORTH
85295,AZ ARIZONA,WEST
48162,MI DETROIT,EAST
47304,IN INDIANAPOLIS NORTH,EAST
43222,PA PITTSBURGH,EAST
85367,AZ ARIZONA,WEST
93728,CA CENTRAL,WEST
16507,NY BUFFALO,EAST
94545,CA SAN JOSE,WEST
32839,FL ORLANDO,SOUTH
60099,IN INDIANAPOLIS NORTH,EAST
41139,KY LOUISVILLE,EAST
48375,MI DETROIT,EAST
60126,IN INDIANAPOLIS NORTH,EAST
24014,VA ALEXANDRIA,EAST
93940,CA SAN JOSE,WEST
95121,CA SAN JOSE,WEST
78660,TX AUSTIN,CENTRAL
28379,NC WILMINGTON,EAST
57049,MO KANSAS CITY,CENTRAL
22046,VA ALEXANDRIA,EAST
85712,AZ ARIZONA,WEST
92054,CA SAN DIEGO,WEST
50023,MO KANSAS CITY,CENTRAL
64850,OK OKLAHOMA CITY,CENTRAL
94015,CA SAN FRANCISCO EAST,WEST
28658,NC CHARLOTTE,SOUTH
2445,CT HARTFORD,EAST
43203,PA PITTSBURGH,EAST
45212,KY LOUISVILLE,EAST
78748,TX AUSTIN,CENTRAL
37877,TN KNOXVILLE,CENTRAL
74354,OK OKLAHOMA CITY,CENTRAL
85048,AZ ARIZONA,WEST
73644,OK OKLAHOMA CITY,CENTRAL
42103,KY LOUISVILLE,EAST
95124,CA SAN JOSE,WEST
21502,MD BETHESDA SOUTH,EAST
66211,MO KANSAS CITY,CENTRAL
46545,IN INDIANAPOLIS NORTH,EAST
74464,OK OKLAHOMA CITY,CENTRAL
91206,CA LOS ANGELES NORTH,WEST
72354,TN NASHVILLE,CENTRAL
94605,CA SAN FRANCISCO EAST,WEST
44406,PA PITTSBURGH,EAST
34602,FL TALLAHASSEE,SOUTH
77381,TX HOUSTON NORTH,CENTRAL
93245,CA CENTRAL,WEST
78957,TX AUSTIN,CENTRAL
94611,CA SAN FRANCISCO EAST,WEST
50266,MO KANSAS CITY,CENTRAL
85259,AZ ARIZONA,WEST
19146,PA PHILADELPHIA SOUTH,NORTH
73521,OK OKLAHOMA CITY,CENTRAL
64836,OK OKLAHOMA CITY,CENTRAL
93065,CA LOS ANGELES NORTH,WEST
70791,LA NEW ORLEANS,SOUTH
28387,NC WILMINGTON,EAST
32162,FL ORLANDO,SOUTH
6830,NY WESTCHESTER,EAST
73139,OK OKLAHOMA CITY,CENTRAL
28451,NC WILMINGTON,EAST
46350,IN INDIANAPOLIS NORTH,EAST
33880,FL ORLANDO,SOUTH
92227,CA SAN DIEGO,WEST
93505,CA CENTRAL,WEST
8807,NJ CENTRAL,NORTH
94063,CA SAN JOSE,WEST
40513,KY LOUISVILLE,EAST
32703,FL ORLANDO,SOUTH
92040,CA SAN DIEGO,WEST
94040,CA SAN JOSE,WEST
28412,NC WILMINGTON,EAST
95476,CA SAN FRANCISCO EAST,WEST
70114,LA NEW ORLEANS,SOUTH
90022,CA LONG BEACH,WEST
6604,CT BRIDGEPORT,EAST
89113,NV LAS VEGAS,WEST
45631,KY LOUISVILLE,EAST
13790,NY WESTCHESTER,EAST
33544,FL TAMPA,SOUTH
13850,NY WESTCHESTER,EAST
91324,CA LOS ANGELES NORTH,WEST
92084,CA SAN DIEGO,WEST
80229,CO SOUTH,WEST
73134,OK OKLAHOMA CITY,CENTRAL
77338,TX HOUSTON NORTH,CENTRAL
33709,FL TAMPA,SOUTH
8753,NJ CENTRAL,NORTH
2115,CT HARTFORD,EAST
29201,NC CHARLOTTE,SOUTH
85746,AZ ARIZONA,WEST
77089,TX HOUSTON NORTH,CENTRAL
30263,GA ATLANTA SOUTH,SOUTH
32819,FL ORLANDO,SOUTH
76180,TX FORT WORTH,CENTRAL
22407,VA ALEXANDRIA,EAST
34210,FL TAMPA,SOUTH
39520,LA NEW ORLEANS,SOUTH
45503,KY LOUISVILLE,EAST
45236,KY LOUISVILLE,EAST
35801,AL HUNTSVILLE,CENTRAL
89118,NV LAS VEGAS,WEST
28208,NC CHARLOTTE,SOUTH
90241,CA LONG BEACH,WEST
41501,KY LOUISVILLE,EAST
45140,KY LOUISVILLE,EAST
30120,GA ATLANTA NORTH,SOUTH
2780,CT HARTFORD,EAST
15701,PA PITTSBURGH,EAST
